www.ulta.com,3,1.0
www.sephora.com,54,18.0
www.washingtonpost.com,3,1.0
www.usmagazine.com,6,2.0
hellogiggles.com,9,3.0
www.naturallymeblog.com,21,7.0
mail.aol.com,18,6.0
www.aol.com,9,3.0
www.yelp.com,9,3.0
www.amazon.com,8,2.6666666666666665
