index=0,user_id=50644,Time Difference,Weight
http://www.nytimes.com/?WT.z_jog=1&hF=t&vS=undefined,2016-12-01,4,3
http://www.nytimes.com/?WT.z_jog=1&hF=t&vS=undefined,2016-12-01,4,3
http://www.sephora.com/ultimate-sun-protection-lotion-broad-spectrum-spf-50-wetforce-for-face-body-P393074?skuId=1684729&icid2=category%20search_skin%20care:sun%20care:face%20sunscreen_p393074_image&om_mmc=aff-linkshare-redirect-QFGLnEolOWg&c3ch=Linkshare&c3nid=QFGLnEolOWg&affid=QFGLnEolOWg-2ZyknLvNXZmousu1FzY2Yg&ranEAID=QFGLnEolOWg&ranMID=2417&ranSiteID=QFGLnEolOWg-2ZyknLvNXZmousu1FzY2Yg&ranLinkID=15-1&browserdefault=true,2016-12-01,4,3
https://www.buzzfeed.com/ikrd/this-teen-accidentally-spent-733-at-sephora-on-her-mothers-c?utm_term=.vh2NmDaZe#.ql23xPdLE,2016-12-01,4,3
http://www.glamour.com/story/a-pennsylvania-teen-accidentally-charged-733-of-sephora-to-her-moms-credit-card,2016-12-01,4,3
http://rstyle.me/n/bm8b6hxmd,2016-12-01,4,3
http://www.sephora.com/ultimate-sun-protection-lotion-broad-spectrum-spf-50-wetforce-for-face-body-P393074?skuId=1684729&icid2=category%20search_skin%20care:sun%20care:face%20sunscreen_p393074_image&om_mmc=aff-linkshare-redirect-QFGLnEolOWg&c3ch=Linkshare&c3nid=QFGLnEolOWg&affid=QFGLnEolOWg-2ZyknLvNXZmousu1FzY2Yg&ranEAID=QFGLnEolOWg&ranMID=2417&ranSiteID=QFGLnEolOWg-2ZyknLvNXZmousu1FzY2Yg&ranLinkID=15-1&browserdefault=true,2016-12-01,4,3
http://www.sephora.com/affiliates.jsp?site=linkshare&url=http%3A%2F%2Fwww.sephora.com%2Fultimate%2Dsun%2Dprotection%2Dlotion%2Dbroad%2Dspectrum%2Dspf%2D50%2Dwetforce%2Dfor%2Dface%2Dbody%2DP393074%3FskuId%3D1684729%26icid2%3Dcategory%2520search%5Fskin%2520care%3Asun%2520care%3Aface%2520sunscreen%5Fp393074%5Fimage%26om_mmc%3Daff-linkshare-redirect-QFGLnEolOWg%26c3ch%3DLinkshare%26c3nid%3DQFGLnEolOWg%26affid%3DQFGLnEolOWg-2ZyknLvNXZmousu1FzY2Yg%26ranEAID%3DQFGLnEolOWg%26ranMID%3D2417%26ranSiteID%3DQFGLnEolOWg-2ZyknLvNXZmousu1FzY2Yg%26ranLinkID%3D15-1%26browserdefault%3Dtrue&siteID=QFGLnEolOWg-2ZyknLvNXZmousu1FzY2Yg,2016-12-01,4,3
http://rstyle.me/n/bm6qnmxmd,2016-12-01,4,3
http://www.glamour.com/story/jane-keltner-de-valle-on-the-it-bag-trend,2016-12-01,4,3
http://www.glamour.com/story/a-pennsylvania-teen-accidentally-charged-733-of-sephora-to-her-moms-credit-card,2016-12-01,4,3
