index=0	user_id=50406.0	Time Difference	Weight	
http://www.byrdie.com/nasty-woman-unique-gift-ideas/slide11	11/8/2016	4	3	
http://www.byrdie.com/nasty-woman-unique-gift-ideas?utm_source=newsletter&utm_medium=email&utm_campaign=Byrdie+November+8+2016+Burn+Calories	11/8/2016	4	3	
http://www.byrdie.com/nasty-woman-unique-gift-ideas?utm_source=newsletter&utm_medium=email&utm_campaign=Byrdie+November+8+2016+Burn+Calories	11/8/2016	4	3	
http://newsletter.byrdie.com/click/8062075.54652/aHR0cDovL3d3dy5ieXJkaWUuY29tL25hc3R5LXdvbWFuLXVuaXF1ZS1naWZ0LWlkZWFzP3V0bV9zb3VyY2U9bmV3c2xldHRlciZ1dG1fbWVkaXVtPWVtYWlsJnV0bV9jYW1wYWlnbj1CeXJkaWUrTm92ZW1iZXIrOCsyMDE2K0J1cm4rQ2Fsb3JpZXM/57c0b32124c17c26d03d01aaC5ec6d652	11/8/2016	4	3	
http://www.byrdie.com/best-way-to-burn-fat?utm_source=newsletter&utm_medium=email&utm_campaign=Byrdie+November+8+2016+Burn+Calories	11/8/2016	4	3	
http://newsletter.byrdie.com/click/8062075.54652/aHR0cDovL3d3dy5ieXJkaWUuY29tL2Jlc3Qtd2F5LXRvLWJ1cm4tZmF0P3V0bV9zb3VyY2U9bmV3c2xldHRlciZ1dG1fbWVkaXVtPWVtYWlsJnV0bV9jYW1wYWlnbj1CeXJkaWUrTm92ZW1iZXIrOCsyMDE2K0J1cm4rQ2Fsb3JpZXM/57c0b32124c17c26d03d01aaD9fe5f8bd	11/8/2016	4	3	
http://www.elle.com/culture/career-politics/news/a40613/donald-trumps-son-ballot-illegal/?src=nl&mag=elm&list=nl_elm_news&date=090116	11/8/2016	4	3	
https://www.buzzfeed.com/tolanishoneye/men-tell-us-what-its-really-like-to-be-black?utm_term=.ftjb6LN4e#.gvQb3YdeQ	11/8/2016	4	3	
https://www.buzzfeed.com/tolanishoneye/men-tell-us-what-its-really-like-to-be-black?utm_term=.ftjb6LN4e#.gvQb3YdeQ	11/8/2016	4	3	
http://www.byrdie.com/how-to-tone-up-fast?utm_source=newsletter&utm_medium=email&utm_campaign=Byrdie+October+6+2016+Clearer+Skin	11/8/2016	4	3	
https://www.buzzfeed.com/tolanishoneye/men-tell-us-what-its-really-like-to-be-black?utm_term=.ftjb6LN4e#.gvQb3YdeQ	11/8/2016	4	3	
http://www.byrdie.com/how-to-tone-up-fast?utm_source=newsletter&utm_medium=email&utm_campaign=Byrdie+October+6+2016+Clearer+Skin	11/8/2016	4	3	
https://www.buzzfeed.com/sallytamarkin/some-of-my-best-foods-are-processed?utm_term=.gpn1KvdDz&utm_medium=email&utm_campaign=Health%20%20Beauty%20112&utm_content=Health%20%20Beauty%20112+CID_9fae844256d9cbad3ca78ccd39672f68&utm_source=BuzzFeed%20Newsletters#.es3G4DQR5	11/8/2016	4	3	
http://www.refinery29.com/la-jolla-ca-fashion-new-big-city-style?utm_content=everywhere&utm_medium=editorial&utm_campaign=160930-air-dry-hair-tips-hairstory-stylists&utm_source=email#slide-1	11/8/2016	4	3	
